Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
117458; 2019-10-24 11:20:35; Information; ; FeedbackIdentifier=pump1,Host=127.0.0.1,Port=41000; 18446744073709551615; 13; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136413; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136406; 2019-10-26 03:45:34; Level; Interstitial glucose; 5.35162; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136430; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136408; 2019-10-26 03:45:34; Level; IOB; 1.99958; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136431; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136411; 2019-10-26 03:45:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136432; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136457; 2019-10-26 03:45:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136410; 2019-10-26 03:45:34; Level; COB; 6.93893e-06; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136433; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136407; 2019-10-26 03:45:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136434; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136409; 2019-10-26 03:45:34; Level; Insulin activity; 0.267092; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136435; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136444; 2019-10-26 03:50:34; Level; Blood glucose; 5.24476; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136452; 2019-10-26 03:50:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136453; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136445; 2019-10-26 03:50:34; Level; Interstitial glucose; 5.3601; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136455; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136447; 2019-10-26 03:50:34; Level; IOB; 1.74101; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136456; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136450; 2019-10-26 03:50:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136466; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136494; 2019-10-26 03:50:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136449; 2019-10-26 03:50:34; Level; COB; 19.1303; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136469; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136446; 2019-10-26 03:50:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136470; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136448; 2019-10-26 03:50:34; Level; Insulin activity; 0.238818; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136471; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136485; 2019-10-26 03:55:34; Level; Blood glucose; 5.15207; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136492; 2019-10-26 03:55:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136493; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136486; 2019-10-26 03:55:34; Level; Interstitial glucose; 5.30405; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136499; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136488; 2019-10-26 03:55:34; Level; IOB; 1.52237; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136500; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136491; 2019-10-26 03:55:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136503; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136534; 2019-10-26 03:55:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136490; 2019-10-26 03:55:34; Level; COB; 38.2622; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136506; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136487; 2019-10-26 03:55:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136508; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136489; 2019-10-26 03:55:34; Level; Insulin activity; 0.20865; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136513; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136524; 2019-10-26 04:00:34; Level; Blood glucose; 5.14957; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136531; 2019-10-26 04:00:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136532; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136525; 2019-10-26 04:00:34; Level; Interstitial glucose; 5.28221; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136533; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136526; 2019-10-26 04:00:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136544; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136528; 2019-10-26 04:00:34; Level; Insulin activity; 0.182418; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136546; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136530; 2019-10-26 04:00:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136547; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136527; 2019-10-26 04:00:34; Level; IOB; 1.3419; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136548; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136579; 2019-10-26 04:00:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136529; 2019-10-26 04:00:34; Level; COB; 37.3255; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136550; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136569; 2019-10-26 04:05:34; Level; Blood glucose; 5.31204; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136576; 2019-10-26 04:05:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136577; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136570; 2019-10-26 04:05:34; Level; Interstitial glucose; 5.37789; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136578; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136572; 2019-10-26 04:05:34; Level; IOB; 1.19387; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136590; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136598; 2019-10-26 04:05:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136574; 2019-10-26 04:05:34; Level; COB; 34.9299; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136591; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136575; 2019-10-26 04:05:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136592; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136571; 2019-10-26 04:05:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136593; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136573; 2019-10-26 04:05:34; Level; Insulin activity; 0.160622; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136594; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136606; 2019-10-26 04:10:34; Level; Blood glucose; 5.53659; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136614; 2019-10-26 04:10:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136615; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136607; 2019-10-26 04:10:34; Level; Interstitial glucose; 5.55504; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136616; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136609; 2019-10-26 04:10:34; Level; IOB; 1.07269; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136619; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136612; 2019-10-26 04:10:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136622; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136652; 2019-10-26 04:10:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136611; 2019-10-26 04:10:34; Level; COB; 31.7668; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136624; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136608; 2019-10-26 04:10:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136629; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136610; 2019-10-26 04:10:34; Level; Insulin activity; 0.142697; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136630; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136639; 2019-10-26 04:15:34; Level; Blood glucose; 5.76486; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136647; 2019-10-26 04:15:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136648; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136640; 2019-10-26 04:15:34; Level; Interstitial glucose; 5.76423; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136649; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136642; 2019-10-26 04:15:34; Level; IOB; 0.973563; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136651; 2019-10-24 11:22:13; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136645; 2019-10-26 04:15:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136656; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136689; 2019-10-26 04:15:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136644; 2019-10-26 04:15:34; Level; COB; 28.2925; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136660; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136641; 2019-10-26 04:15:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136661; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136643; 2019-10-26 04:15:34; Level; Insulin activity; 0.128031; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136663; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136680; 2019-10-26 04:20:34; Level; Blood glucose; 5.9674; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136687; 2019-10-26 04:20:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136688; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136681; 2019-10-26 04:20:34; Level; Interstitial glucose; 5.96884; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136701; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136683; 2019-10-26 04:20:34; Level; IOB; 0.892469; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136702; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136686; 2019-10-26 04:20:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136704; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136730; 2019-10-26 04:20:34; Level; Basal Insulin rate; 1.08499; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136685; 2019-10-26 04:20:34; Level; COB; 24.7992; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136706; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136682; 2019-10-26 04:20:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136707; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136684; 2019-10-26 04:20:34; Level; Insulin activity; 0.116031; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136708; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136716; 2019-10-26 04:25:34; Level; Blood glucose; 6.13244; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136723; 2019-10-26 04:25:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136724; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136717; 2019-10-26 04:25:34; Level; Interstitial glucose; 6.14806; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136727; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136719; 2019-10-26 04:25:34; Level; IOB; 0.826117; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136729; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136722; 2019-10-26 04:25:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136734; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136768; 2019-10-26 04:25:34; Level; Basal Insulin rate; 0.594986; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136721; 2019-10-26 04:25:34; Level; COB; 21.466; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136736; 2019-10-24 11:22:14; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136718; 2019-10-26 04:25:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
